symbol,name,sector,industry
AKBA,Akebia Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
AKICU,Sports Ventures Acquisition Corp. Unit,Finance,Business Services
AKLI,Akili Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AKR,Acadia Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts
AKRO,Akero Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AKTS,Akoustis Technologies Inc. Common Stock,Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADS,Health Care,Biotechnology: Pharmaceutical Preparations
AKU,Akumin Inc. Common Shares,,
AKUS,Akouos Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
AKYA,Akoya BioSciences Inc. Common Stock,Industrials,Medical Specialities
AL,Air Lease Corporation Class A Common Stock,Consumer Discretionary,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,,
ALB,Albemarle Corporation Common Stock,Industrials,Industrial Specialties
ALBO,Albireo Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALC,Alcon Inc. Ordinary Shares,Health Care,Ophthalmic Goods
ALCC,AltC Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
ALCO,Alico Inc. Common Stock,,
ALDX,Aldeyra Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALE,Allete Inc.,Utilities,Power Generation
ALEC,Alector Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,Real Estate,Real Estate Investment Trusts
ALF,ALFI Inc. Common Stock,Technology,EDP Services
ALFIW,ALFI Inc. Warrant,Technology,EDP Services
ALG,Alamo Group Inc. Common Stock,Industrials,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALGT,Allegiant Travel Company Common Stock,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALIT,Alight Inc. Class A Common Stock,Technology,EDP Services
ALK,Alaska Air Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,Technology,EDP Services
ALL,Allstate Corporation (The) Common Stock,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,,
ALL^G,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,,
ALLE,Allegion plc Ordinary Shares,Consumer Discretionary,Diversified Commercial Services
ALLG,Allego N.V. Ordinary Share,,
ALLK,Allakos Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,Telecommunications,Telecommunications Equipment
ALLY,Ally Financial Inc. Common Stock,Finance,Diversified Financial Services
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALOR,ALSP Orchid Acquisition Corporation I Class A Ordinary Share,,
ALORU,ALSP Orchid Acquisition Corporation I Unit,,
ALORW,ALSP Orchid Acquisition Corporation I Warrant,,
ALOT,AstroNova Inc. Common Stock,Technology,Computer peripheral equipment
ALP^Q,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),,
ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,Industrials,Consumer Electronics/Appliances
ALPAU,Alpha Healthcare Acquisition Corp. III Units,Industrials,Consumer Electronics/Appliances
ALPN,Alpine Immune Sciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
ALR,AlerisLife Inc. Common Stock,Health Care,Hospital/Nursing Management
ALRM,Alarm.com Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,Finance,Commercial Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,,
ALSAR,Alpha Star Acquisition Corporation Rights,,
ALSAU,Alpha Star Acquisition Corporation Units,,
ALSAW,Alpha Star Acquisition Corporation Warrants,,
ALSN,Allison Transmission Holdings Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,Consumer Discretionary,Engineering & Construction
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),,
ALTO,Alto Ingredients Inc. Common Stock,Industrials,Industrial Specialties
ALTR,Altair Engineering Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
ALTU,Altitude Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
ALTUU,Altitude Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
ALTUW,Altitude Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
ALV,Autoliv Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ALVOW,Alvotech Warrant,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVR,AlloVir Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALX,Alexander's Inc. Common Stock,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,,
ALZN,Alzamend Neuro Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
AM,Antero Midstream Corporation Common Stock,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),Finance,Commercial Banks
AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),,
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
AMAOU,American Acquisition Opportunity Inc. Units,Industrials,Consumer Electronics/Appliances
AMAOW,American Acquisition Opportunity Inc. Warrant,Industrials,Consumer Electronics/Appliances
AMAT,Applied Materials Inc. Common Stock,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,Finance,Property-Casualty Insurers
AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares,Consumer Discretionary,Service to the Health Industry
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
AMCI,AMCI Acquisition Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances
AMCIU,AMCI Acquisition Corp. II Units,Industrials,Consumer Electronics/Appliances
AMCIW,AMCI Acquisition Corp. II Warrant,Industrials,Consumer Electronics/Appliances
AMCR,Amcor plc Ordinary Shares,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
AMD,Advanced Micro Devices Inc. Common Stock,Technology,Semiconductors
AME,AMETEK Inc.,Consumer Discretionary,Metal Fabrications
AMED,Amedisys Inc Common Stock,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,Health Care,Managed Health Care
AMG,Affiliated Managers Group Inc. Common Stock,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,
AMK,AssetMark Financial Holdings Inc. Common Stock,Finance,Finance/Investors Services
AMKR,Amkor Technology Inc. Common Stock,Technology,Semiconductors
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,Health Care,Assisted Living Services
AMNB,American National Bankshares Inc. Common Stock,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,Industrials,Electrical Products
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,Telecommunications,Telecommunications Equipment
AMP,Ameriprise Financial Inc. Common Stock,Finance,Investment Managers
AMPE,Ampio Pharmaceuticals Inc.,Health Care,Biotechnology: Pharmaceutical Preparations
AMPG,Amplitech Group Inc. Common Stock,Technology,Industrial Machinery/Components
AMPGW,Amplitech Group Inc. Warrants,Technology,Industrial Machinery/Components
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AMPI,Advanced Merger Partners Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
AMPL,Amplitude Inc. Class A Common Stock,Technology,EDP Services
AMPS,Altus Power Inc. Class A Common Stock,Utilities,Power Generation
AMPX,Amprius Technologies Inc. Common Stock,Industrials,Electrical Products
AMPY,Amplify Energy Corp. Common Stock,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
AMRN,Amarin Corporation plc,Health Care,Biotechnology: Pharmaceutical Preparations
AMRS,Amyris Inc. Common Stock,Industrials,Industrial Specialties
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AMS,American Shared Hospital Services Common Stock,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,Industrials,Office Equipment/Supplies/Services
AMSF,AMERISAFE Inc. Common Stock,Finance,Accident &Health Insurance
AMST,Amesite Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,Finance,Trusts Except Educational Religious and Charitable
AMTB,Amerant Bancorp Inc. Class A Common Stock,Finance,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing one Class A Ordinary Share,Finance,Finance: Consumer Services
AMTI,Applied Molecular Transport Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
AMTX,Aemetis Inc. (DE) Common Stock,Energy,Oilfield Services/Equipment
AMWD,American Woodmark Corporation Common Stock,Consumer Discretionary,Building Products
AMWL,American Well Corporation Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,Telecommunications,Telecommunications Equipment
AMYT,Amryt Pharma plc American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
AMZN,Amazon.com Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
ANAB,AnaptysBio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ANAC,Arctos NorthStar Acquisition Corp. Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,Consumer Staples,Tobacco
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,Technology,Computer peripheral equipment
ANF,Abercrombie & Fitch Company Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ANGH,Anghami Inc. Ordinary Shares,Consumer Discretionary,Movies/Entertainment
ANGHW,Anghami Inc. Warrants,Consumer Discretionary,Movies/Entertainment
ANGI,Angi Inc. Class A Common Stock,Technology,EDP Services
ANGN,Angion Biomedica Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ANGO,AngioDynamics Inc. Common Stock,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ANIP,ANI Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ANIX,Anixa Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ANNX,Annexon Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,Health Care,Medical Specialities
ANSS,ANSYS Inc. Common Stock,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
ANY,Sphere 3D Corp. Common Shares,,
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,Industrials,Consumer Electronics/Appliances
ANZUU,Anzu Special Acquisition Corp I Units,Industrials,Consumer Electronics/Appliances
ANZUW,Anzu Special Acquisition Corp I Warrant,Industrials,Consumer Electronics/Appliances
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,Investment Managers
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
AOGOU,Arogo Capital Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
AOMR,Angel Oak Mortgage Inc. Common Stock,Real Estate,Real Estate Investment Trusts
AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers
AORT,Artivion Inc. Common Stock,Health Care,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,Industrials,Industrial Machinery/Components
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock,,
AP,Ampco-Pittsburgh Corporation Common Stock,Industrials,Metal Fabrications
APA,APA Corporation Common Stock,Energy,Oil & Gas Production
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,,
APACU,StoneBridge Acquisition Corporation Unit,,
APACW,StoneBridge Acquisition Corporation Warrant,,
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers
APCA,AP Acquisition Corp Class A Ordinary Shares,,
APCX,AppTech Payments Corp. Common Stock,Technology,EDP Services
APD,Air Products and Chemicals Inc. Common Stock,Industrials,Specialty Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APE,AMC Entertainment Holdings Inc. AMC Preferred Equity Units each constituting a depositary share representing a 1/100th interest in a share of Series A Convertible Participating Preferred Stock,Consumer Discretionary,Movies/Entertainment
